FK_Ticketsystem_tEingangskanalEmail_kAusgangskanalEmail;tEingangskanalEmail;kAusgangskanalEmail;tAusgangskanalEmail;kAusgangskanalEmail
FK_Ticketsystem_tEingangskanalEmail_kStatusNeueAntwort;tEingangskanalEmail;kStatusNeueAntwort;tStatus;kStatus
FK_Ticketsystem_tEingangskanalEmail_kStatusNeuesTicket;tEingangskanalEmail;kStatusNeuesTicket;tStatus;kStatus
FK_Ticketsystem_tEingangskanalEmailLabel_kEingangskanalEmail;tEingangskanalEmailLabel;kEingangskanalEmail;tEingangskanalEmail;kEingangskanalEmail
FK_Ticketsystem_tEingangskanalEmailLabel_kLabel;tEingangskanalEmailLabel;kLabel;tLabel;kLabel
FK_Ticketsystem_tEingangskanalEmailOauth_kEingangskanalEmail;tEingangskanalEmailOauth;kEingangskanalEmail;tEingangskanalEmail;kEingangskanalEmail
FK_Ticketsystem_tEingangskanalEmailOauth_kOauthToken;tEingangskanalEmailOauth;kOauthToken;tOauthToken;kOauthToken
FK_Ticketsystem_tErreichbarkeit_kAntwortkanal;tErreichbarkeit;kAntwortkanal;tAntwortkanal;kAntwortkanal
FK_Rechnung_tExternerBeleg_kFirmaHistory;tExternerBeleg;kFirmaHistory;tFirmaHistory;kFirmaHistory
FK_Rechnung_tExternerBeleg_kPlattform;tExternerBeleg;kPlattform;tPlattform;nPlattform
FK_Rechnung_tExternerBelegEckdaten_kExternerBeleg;tExternerBelegEckdaten;kExternerBeleg;tExternerBeleg;kExternerBeleg
FK_Rechnung_tExternerBelegPosition_kArtikel;tExternerBelegPosition;kArtikel;tArtikel;kArtikel
FK_Rechnung_tExternerBelegPosition_kAuftragPosition;tExternerBelegPosition;kAuftragPosition;tAuftragPosition;kAuftragPosition
FK_Rechnung_tExternerBelegPosition_kExternerBelegTransaktion;tExternerBelegPosition;kExternerBelegTransaktion;tExternerBelegTransaktion;kExternerBelegTransaktion
FK_Rechnung_tExternerBelegTransaktion_kExternerBeleg;tExternerBelegTransaktion;kExternerBeleg;tExternerBeleg;kExternerBeleg
FK_Verkauf_tExterneRechnung_kAmazonUser;tExterneRechnung;kAmazonUser;pf_user;kUser
FK_Verkauf_tExterneRechnung_kFirmaHistory;tExterneRechnung;kFirmaHistory;tFirmaHistory;kFirmaHistory
FK_Verkauf_tExterneRechnung_kKunde;tExterneRechnung;kKunde;tkunde;kKunde
FK_Verkauf_tExterneRechnung_kPlattform;tExterneRechnung;kPlattform;tPlattform;nPlattform
FK_Verkauf_tExterneRechnungDokument_kExterneRechnung;tExterneRechnungDokument;kExterneRechnung;tExterneRechnung;kExterneRechnung
FK_Verkauf_PK_Verkauf_tExterneRechnungEckdaten_kExterneRechnung;tExterneRechnungEckdaten;kExterneRechnung;tExterneRechnung;kExterneRechnung
FK_Verkauf_tExterneRechnungPosition_kExterneRechnung;tExterneRechnungPosition;kExterneRechnung;tExterneRechnung;kExterneRechnung
FK_Verkauf_tExterneRechnungPositionZusatzdaten_kExterneRechnungPosition;tExterneRechnungPositionZusatzdaten;kExterneRechnungPosition;tExterneRechnungPosition;kExterneRechnungPosition
FK_Verkauf_tExterneRechnungZusatzdaten_kExterneRechnung;tExterneRechnungZusatzdaten;kExterneRechnung;tExterneRechnung;kExterneRechnung
FK_dbo_tExterneReservierung_kArtikel;tExterneReservierung;kArtikel;tArtikel;kArtikel
FK_SCX_tExternOffer_kOffer;tExternOffer;kOffer;tOffer;kOffer
FK_SCX_tFileMapping_kFile;tFileMapping;kFile;tFile;kFile
FK_FulfillmentNetwork_tFulfillerAttributeMapping_kAttribut;tFulfillerAttributeMapping;kAttribut;tAttribut;kAttribut
FK_FulfillmentNetwork_tFulfillerLieferscheinRef_kLieferschein;tFulfillerLieferscheinRef;kLieferschein;tLieferschein;kLieferschein
FK_FulfillmentNetwork_tFulfillerMerchantsSupplier_kFulfillerEinstellungen;tFulfillerMerchantsSupplier;kFulfillerEinstellungen;tFulfillerEinstellungen;kFulfillerEinstellungen
FK_FulfillmentNetwork_tFulfillerProductAttributes_kProductRef;tFulfillerProductAttributeAtFfn;kProductRef;tProductRef;kProductRef
FK_dbo_tGutschriftStorno_kStornoGutschrift;tGutschriftStorno;kStornoGutschrift;tgutschrift;kGutschrift
FK_dbo_tHersteller_kContact;tHersteller;kContact;tContact;kContact
FK_FulfillmentNetwork_tInboundRef_kLieferantenBestellung;tInboundRef;kLieferantenBestellung;tLieferantenBestellung;kLieferantenBestellung
FK_FulfillmentNetwork_tInboundShippingNotificationRef;tInboundShippingNotificationRef;kLieferavis;tLieferavis;kLieferavis
FK_WMS_tInventurArtikel_kWmsInventur;tInventurArtikel;kWmsInventur;tWmsInventur;kWmsInventur
FK_WMS_tInventurSerialNumber_kWmsInventurLog;tInventurSerialNumber;kWmsInventurLog;tWmsInventurlog;kWmsInventurlog
FK_Beschaffung_tItemStockDemandStatusTransition_kItemStockDemand;tItemStockDemandStatusTransition;kItemStockDemand;tItemStockDemand;kItemStockDemand
FK_dbo_tKategorieartikel_kArtikel;tkategorieartikel;kArtikel;tArtikel;kArtikel
FK_dbo_tKategorieartikel_kKategorie;tkategorieartikel;kKategorie;tkategorie;kKategorie
FK_dbo_tKonfigshop_kShop;tkonfigshop;kShop;tShop;kShop
FK_Kunde_tKundeEigenesFeld_kAttribut;tKundeEigenesFeld;kAttribut;tAttribut;kAttribut
FK_Ticketsystem_tLabelBenutzergruppeRechte_kLabel;tLabelBenutzergruppeRechte;kLabel;tLabel;kLabel
FK_dbo_tliefartikel_kArtikel;tliefartikel;tArtikel_kArtikel;tArtikel;kArtikel
FK_dbo_tliefartikel_kLieferant;tliefartikel;tLieferant_kLieferant;tlieferant;kLieferant
FK_dbo_tLieferantenBestellung_kLieferantenBestellung;tLieferavis;kLieferantenBestellung;tLieferantenBestellung;kLieferantenBestellung
FK_dbo_tLieferavisPaket_kPaket;tLieferavisIdentifier;kLieferavisPaket;tLieferavisPaket;kLieferavisPaket
FK_dbo_tLieferavisPaket_kLieferavis;tLieferavisPaket;kLieferavis;tLieferavis;kLieferavis
FK_dbo_tLieferavis_kLieferavis;tLieferavisPosition;kLieferavis;tLieferavis;kLieferavis
FK_dbo_tLieferavisSeriennummer_kLieferavisPosition;tLieferavisSeriennummer;kLieferavisPosition;tLieferavisPosition;kLieferavisPosition
FK_dbo_tLieferscheinEckdaten_kLieferschein;tLieferscheinEckdaten;kLieferschein;tLieferschein;kLieferschein
FK_BI_tLogeintrag_kLogsitzung;tLogeintrag;kLogsitzung;tLogsitzung;kLogsitzung
FK_pps_tLotPreparationComponent_kBillOfMaterialComponent;tLotPreparationComponent;kBillOfMaterialComponent;tBillOfMaterialComponents;kBillOfMaterialComponent
FK_pps_tLotPreparationComponent_kLotPreparationLot;tLotPreparationComponent;kLotPreparationLot;tLotPreparationLot;kLotPreparationLot
FK_pps_tLotPreparationItem_kLotPreparationProductionOrder;tLotPreparationItem;kLotPreparationProductionOrder;tLotPreparationProductionOrder;kLotPreparationProductionOrder
FK_pps_tLotPreparationItem_kProductionOrderProducible;tLotPreparationItem;kProductionOrderProducible;tProductionOrderProducible;kProductionOrderProducible
FK_pps_tLotPreparationLot_kLotPreparationItem;tLotPreparationLot;kLotPreparationItem;tLotPreparationItem;kLotPreparationItem
FK_pps_tLotPreparationLot_kPickliste;tLotPreparationLot;kPickliste;tPickliste;kPickliste
FK_pps_tLotPreparationLot_kResource;tLotPreparationLot;kResource;tResource;kResource
FK_pps_tLotPreparationProductionOrder_kProductionOrder;tLotPreparationProductionOrder;kProductionOrder;tProductionOrder;kProductionOrder
FK_pps_tLotPreparationStock_kLotPreparationComponent;tLotPreparationStock;kLotPreparationComponent;tLotPreparationComponent;kLotPreparationComponent
FK_pps_tLotPreparationStock_kPicklistePos;tLotPreparationStock;kPicklistePos;tPicklistePos;kPicklistePos
FK_pps_tLotSize_kArtikel;tLotSize;kArtikel;tProdItem;kArtikel
FK_FulfillmentNetwork_tMerchantInboundShippingNotificationRef_kLieferschein;tMerchantInboundShippingNotificationRef;kLieferschein;tLieferschein;kLieferschein
FK_FulfillmentNetwork_tMerchantProductAttributeMapping_kAttribut;tMerchantProductAttributeMapping;kAttribut;tAttribut;kAttribut
FK_FulfillmentNetwork_tMerchantVersandRef_kLieferschein;tMerchantVersandRef;kLieferschein;tLieferschein;kLieferschein
FK_dbo_tMerchantVersandRef_kVersand;tMerchantVersandRef;kVersand;tVersand;kVersand
FK_dbo_tMerchantWarehouseRef_kWarenLager;tMerchantWarehouseRef;kWarenLager;tWarenLager;kWarenLager
FK_Shipping_tMessage_kPackage;tMessage;kPackage;tPackage;kPackage
FK_Ticketsystem_tNachricht_kFile_HtmlInhalt;tNachricht;kFile_HtmlInhalt;tFile;kFile
FK_Ticketsystem_tNachricht_kTicket;tNachricht;kTicket;tTicket;kTicket
FK_Ticketsystem_tNachrichtAngebot_tNachricht;tNachrichtAngebot;kNachricht;tNachricht;kNachricht
FK_Ticketsystem_tNachrichtArtikel_tArtikel;tNachrichtArtikel;kArtikel;tArtikel;kArtikel
FK_Ticketsystem_tNachrichtArtikel_tNachricht;tNachrichtArtikel;kNachricht;tNachricht;kNachricht
FK_Ticketsystem_tNachrichtAuftrag_tNachricht;tNachrichtAuftrag;kNachricht;tNachricht;kNachricht
